Name,Colors,Year,Genre,Style,Link
Treetop Seen against the Wall of the Asylum,"('Antique White', 'Light Salmon', 'Camel', 'Van Dyke', 'Desert Sand')",1889,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/treetop-seen-against-the-wall-of-the-asylum-1889.jpg!Large.jpg
Trunks of Trees with Ivy,"('Dark Moss', 'Pear', 'Vegas Gold', 'Khaki', 'Gray')",1889,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/trunks-of-trees-with-ivy-1889.jpg!Large.jpg
Two Crabs,"('Aquamarine', 'Fern Green', 'Windsor Tan', 'Rust', 'Tomato')",1889,animal painting,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/two-crabs-1889.jpg
Two Cypresses,"('Lemon Chiffon', 'Metallic Gold', 'Mode Beige', 'Smoky Black', 'Tan')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/two-cypresses-1889.jpg!Large.jpg
Two Diggers Among Trees,"('Celadon', 'Moss Green', 'Dark Olive', 'Camel', 'French Beige')",1889,genre painting,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/two-diggers-among-trees-1889.jpg!Large.jpg
Two Peasants Diging (after Millet),"('Lapis Lazuli', 'Wild Blue', 'Camel', 'French Bistre', 'Caput Mortuum')",1889,genre painting,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/two-peasants-diging-after-millet-1889.jpg!Large.jpg
Two Pinetrees,"('Gray', 'Gray', 'Gray', 'Ivory', 'Black Shadows')",1889,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/two-pinetrees-1889.jpg!Large.jpg
Two Poplars on a Hill,"('Royal Blue', 'Sky Blue', 'Brass', 'Tan', 'Chocolate')",1889,landscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/two-poplars-on-a-hill-1889.jpg!Large.jpg
Two Trees,"('Bistre', 'Wheat', 'Cornsilk', 'Antique White', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/two-trees.jpg!Large.jpg
Two White Butterflies,"('Pine Tree', 'Maximum Green', 'Dark Olive', 'Yellow', 'Goldenrod')",1889,landscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/two-white-butterflies-1889.jpg!Large.jpg
Undergrowth with Ivy,"('Moss Green', 'Olive Drab', 'Light Goldenrod', 'Army Green', 'Bistre')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/undergrowth-with-ivy-1889.jpg!Large.jpg
Van Gogh's Chair,"('Verdigris', 'Minion Yellow', 'Brass', 'Sienna', 'Persian Plum')",1889,still life,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/van-gogh-s-chair-1889.jpg!Large.jpg
View of the Church of Saint-Paul-de-Mausole,"('Cerulean Blue', 'Bleu France', 'Khaki', 'Brass', 'Copper')",1889,cityscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/view-of-the-church-of-saint-paul-de-mausole-1889.jpg!Large.jpg
Vincent's Bedroom in Arles,"('Cerulean Frost', 'Khaki', 'Fulvous', 'Burnt Orange', 'Red')",1889,interior,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/vincent-s-bedroom-in-arles-1889.jpg!Large.jpg
Vincent's Bedroom in Arles,"('Cerulean Frost', 'Dark Goldenrod', 'Ginger', 'Windsor Tan', 'Firebrick')",1889,interior,Post-Impressionism,https://uploads7.wikiart.org/00213/images/vincent-van-gogh/adult-coloring-3840763.jpg!Large.jpg
Ward in the Hospital at Arles,"('Citron', 'Olivine', 'Dark Sienna', 'Ochre', 'Copper')",1889,genre painting,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/ward-in-the-hospital-at-arles-1889.jpg!Large.jpg
Wheat Field behind Saint Paul Hospital with a Reaper,"('Old Gold', 'Ochre', 'Burlywood', 'Burnt Orange', 'Mahogany')",1889,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/wheat-field-behind-saint-paul-hospital-with-a-reaper-1889.jpg!Large.jpg
Wheat Field behind Saint-Paul Hospital with a Reaper,"('Citron', 'Metallic Sunburst', 'Spanish Bistre', 'Ivory', 'Persian Plum')",1889,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/wheat-field-behind-saint-paul-hospital-with-a-reaper-1889-1.jpg!Large.jpg
Wheat Field in Rain,"('Sky Blue', 'Pale Green', 'Fern Green', 'Ebony', 'Brass')",1889,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/wheat-field-in-rain-1889.jpg!Large.jpg
Wheat Field with Cypresses,"('Sky Blue', 'Middle Blue', 'Asparagus', 'Spanish Bistre', 'Tan')",1889,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/wheat-field-with-cypresses-1889.jpg!Large.jpg
Wheat Field with Cypresses at the Haude Galline near Eygalieres,"('Nickel', 'Gray', 'Gray', 'Gray', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/wheat-field-with-cypresses-at-the-haude-galline-near-eygalieres-1889.jpg!Large.jpg
Wheat Field with Cypresses at the Haude Galline near Eygalieres,"('Iceberg', 'Sap Green', 'Metallic Gold', 'Bronze', 'Sienna')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/wheat-field-with-cypresses-at-the-haude-galline-near-eygalieres-1889-2.jpg!Large.jpg
Wheat Field with Reaper and Sun,"('Celtic Blue', 'Khaki', 'Old Gold', 'Mode Beige', 'Seal Brown')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/wheat-field-with-reaper-and-sun-1889.jpg!Large.jpg
Wheat field with sun and cloud,"('Medium Champagne', 'Gold Fusion', 'Van Dyke', 'Burlywood', 'Bisque')",1889,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/wheat-field-with-sun-and-cloud-1889.jpg!Large.jpg
Wheatfield with cypress tree,"('Cerulean Frost', 'Fern Green', 'Sandy Brown', 'Persian Orange', 'Metallic Sunburst')",1889,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/wheatfield-with-cypress-tree-1889.jpg!Large.jpg
Wheatfield with Mountains in the Background,"('Celtic Blue', 'Little Boy', 'Light Sky', 'Asparagus', 'Coffee')",1889,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/wheatfield-with-mountains-in-the-background-1889.jpg!Large.jpg
Window of Vincent's Studio at the Asylum,"('Gunmetal', 'Burlywood', 'Tan', 'Sienna', 'Middle Red')",1889,interior,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/window-of-vincent-s-studio-at-the-asylum-1889.jpg!Large.jpg
Wooden Sheds,"('Gray', 'Tan', 'Chocolate', 'Tomato', 'Smoky Black')",1889,landscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/wooden-sheds-1889.jpg!Large.jpg
Arums,"('Antique White', 'Bistre', 'Coffee', 'Camel', 'Bisque')",1889,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/arums(1).jpg!Large.jpg
Barred Windows,"('Gray', 'Gray', 'Snow', 'Gray', 'Gray')",1889,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/barred-windows(1).jpg!Large.jpg
Field with Bare Tree,"('Bistre', 'French Bistre', 'Grullo', 'Peach Puff', 'Antique White')",1889,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/field-with-bare-tree(1).jpg!Large.jpg
Wheat Field with Cypresses,"('Bistre', 'Wheat', 'Coffee', 'Beaver', 'Bisque')",1889,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/wheat-field-with-cypresses.jpg!Large.jpg
Cypresses (Sketch on a Letter to Theo Van Gogh),"('Lemon Chiffon', 'Rifle Green', 'Gray', 'Antique White', 'Bisque')",1889,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/cypresses(1).jpg!Large.jpg
Sketchbook,"('Gray', 'Snow', 'Gray', 'Gray', 'Gray')",1889,sketch and study,Realism,https://uploads7.wikiart.org/images/vincent-van-gogh/sketchbook.jpg!Large.jpg
Vase with Pink Roses,"('Spring Green', 'Medium Sea', 'Granny Smith', 'Celadon', 'Beaver')",1890,flower painting,Post-Impressionism,https://uploads7.wikiart.org/00289/images/vincent-van-gogh/vase-with-pink-roses-1890.jpg
A Group of Cottages,"('Lapis Lazuli', 'Steel Blue', 'Khaki', 'Vegas Gold', 'Sweet Brown')",1890,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/a-group-of-cottages-1890(1).jpg!Large.jpg
A House at Auvers,"('Granite Gray', 'Antique White', 'Silver Pink', 'Ivory', 'Seashell')",1890,cityscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/a-house-at-auvers-1890(1).jpg!Large.jpg
A Sower and a Man with a Spade,"('Black Olive', 'Gray', 'Ivory', 'Timberwolf', 'Gray')",1890,genre painting,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/a-sower-and-a-man-with-a-spade-1890(1).jpg!Large.jpg
A Steamer with Several People,"('Gray', 'Gray', 'Gray', 'Gray', 'Snow')",1890,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/a-steamer-with-several-people-1890(1).jpg!Large.jpg
A Vase of Roses,"('Khaki', 'Dark Olive', 'Deep Champagne', 'Tan', 'Brown')",1890,flower painting,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/a-vase-of-roses-1890(1).jpg!Large.jpg
A Woman Picking Up a Stick in Front of Trees,"('Cornsilk', 'Wheat', 'Cornsilk', 'Bistre', 'Gray')",1890,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/a-woman-picking-up-a-stick-in-front-of-trees-1890(1).jpg!Large.jpg
Auvers Town Hall in 14 July 1890,"('Oxford Blue', 'Army Green', 'Vegas Gold', 'Eggshell', 'Red')",1890,cityscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/auvers-town-hall-in-14-july-1890-1890(1).jpg!Large.jpg
Blossoming Acacia Branches,"('Goldenrod', 'Camel', 'Goldenrod', 'Metallic Sunburst', 'Van Dyke')",1890,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/blossoming-acacia-branches-1890(1).jpg!Large.jpg
Blossoming Chestnut Branches,"('Denim Blue', 'Lapis Lazuli', 'Steel Blue', 'Maximum Green', 'Old Gold')",1890,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/blossoming-chestnut-branches-1890(1).jpg!Large.jpg
Branches with Almond Blossom,"('Teal Blue', 'Teal Blue', 'Maxmum Blue', 'Maximum Blue', 'Misty Moss')",1890,flower painting,Japonism,https://uploads6.wikiart.org/images/vincent-van-gogh/branches-with-almond-blossom-1890(1).jpg!Large.jpg
"Can, Books, Wineglass, Bread and Arum Sketch of Two Women and a Girl","('Gray', 'Gray', 'Gray', 'Gray', 'Timberwolf')",1890,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/can-books-wineglass-bread-and-arum-sketch-of-two-women-and-a-girl-1890(1).jpg!Large.jpg
Chestnut Tree in Blossom,"('Dark Lavender', 'Green Sheen', 'Dark Olive', 'Tan', 'Tan')",1890,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/chestnut-tree-in-blossom-1890(1).jpg!Large.jpg
Chestnut Trees in Blossom,"('Deep Space', 'Kombu Green', 'Dark Sea', 'Dark Khaki', 'Lemon Chiffon')",1890,cityscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/chestnut-trees-in-blossom-1890(1).jpg!Large.jpg
Child and Woman Pouring Coffee,"('Gray', 'Ivory', 'Gray', 'Black Shadows', 'Timberwolf')",1890,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/child-and-woman-pouring-coffee-1890(1).jpg!Large.jpg
Child with Orange,"('Iceberg', 'Olive Drab', 'Middle Green', 'Goldenrod', 'Brown')",1890,portrait,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/child-with-orange-1890(1).jpg!Large.jpg
Cottages and Cypresses Reminiscence of the North,"('Ebony', 'Camouflage Green', 'Sage', 'Camel', 'Chamoisee')",1890,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/cottages-and-cypresses-reminiscence-of-the-north-1890(1).jpg!Large.jpg
Cottages and Trees,"('Cornsilk', 'Rifle Green', 'Grullo', 'Cornsilk', 'Gray')",1890,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/cottages-and-trees-1890(1).jpg!Large.jpg
Cottages Reminiscence of the North,"('Olive Green', 'Light Goldenrod', 'Burlywood', 'Smoky Black', 'Indian Red')",1890,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/cottages-reminiscence-of-the-north-1890(1).jpg!Large.jpg
Cottages with a Woman Working in the Foreground,"('Ebony', 'French Beige', 'Lemon Chiffon', 'Lemon Chiffon', 'Lemon Chiffon')",1890,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/cottages-with-a-woman-working-in-the-foreground-1890(1).jpg!Large.jpg
Cottages with a Woman Working in the Foreground,"('French Beige', 'Sage', 'French Beige', 'Caput Mortuum', 'Smoky Black')",1890,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/cottages-with-a-woman-working-in-the-foreground-1890-1(1).jpg!Large.jpg
Cottages with Thatched Roofs and Figures,"('Burlywood', 'Cornsilk', 'Van Dyke', 'Antique White', 'Gray')",1890,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/cottages-with-thatched-roofs-and-figures-1890(1).jpg!Large.jpg
Cottages with Three Figures,"('Gray', 'Snow', 'Timberwolf', 'Gray', 'Old Burgundy')",1890,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/cottages-with-three-figures-1890(1).jpg!Large.jpg
Country Road,"('Burlywood', 'Wheat', 'Gray', 'Van Dyke', 'Beaver')",1890,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/country-road-1890(1).jpg!Large.jpg
"Couple Arm in Arm and Other Figures, with a Windmill in the Background","('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1890,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/couple-arm-in-arm-and-other-figures-with-a-windmill-in-the-background-1890(1).jpg!Large.jpg
Couple Walking Arm in Arm with a Child in the Rain,"('Gray', 'Gray', 'Gray', 'Gray', 'Gray')",1890,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/couple-walking-arm-in-arm-with-a-child-in-the-rain-1890(1).jpg!Large.jpg
Couple Walking between Rows of Trees,"('Burlywood', 'Wheat', 'Burlywood', 'Light French', 'Van Dyke')",1890,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/couple-walking-between-rows-of-trees-1890(1).jpg!Large.jpg
Cows,"('Dark Moss', 'Jasmine', 'Metallic Sunburst', 'Sienna', 'Tomato')",1890,animal painting,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/cows-1890(1).jpg!Large.jpg
Cypresses and Two Women,"('Eton Blue', 'Copper', 'Seal Brown', 'Golden Brown', 'Smoky Black')",1890,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/cypresses-and-two-women-1890(1).jpg!Large.jpg
Cypresses with Four People Working in the Field,"('Gray', 'Gray', 'Timberwolf', 'Old Burgundy', 'Gray')",1890,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/cypresses-with-four-people-working-in-the-field-1890(1).jpg!Large.jpg
Daubigny's Garden,"('Iceberg', 'Hunter Green', 'Khaki', 'Middle Green', 'Lemon Chiffon')",1890,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/daubigny-s-garden-1890(1).jpg!Large.jpg
Daubigny's Garden,"('Olive Drab', 'Sap Green', 'Army Green', 'Earth Yellow', 'Carnelian')",1890,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/daubigny-s-garden-1890-1(1).jpg!Large.jpg
Daubigny's Garden,"('Cadet Blue', 'Opal', 'Hunter Green', 'Brass', 'Burlywood')",1890,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/daubigny-s-garden-1890-2(1).jpg!Large.jpg
Daubigny's Garden with Black Cat,"('Gray', 'Burlywood', 'French Bistre', 'Dutch White', 'Cornsilk')",1890,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/daubigny-s-garden-with-black-cat-1890(1).jpg!Large.jpg
Dead Leaf and Pod,"('Black Olive', 'Ivory', 'Ivory', 'Timberwolf', 'Gray')",1890,still life,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/dead-leaf-and-pod-1890(1).jpg!Large.jpg
Diggers and Road with Cottages,"('Gray', 'Gray', 'Ivory', 'Gray', 'Gray')",1890,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/diggers-and-road-with-cottages-1890(1).jpg!Large.jpg
Doctor Gachet Sitting at a Table with Books and a Glass with Sprigs of Foxglove,"('French Bistre', 'Dutch White', 'Van Dyke', 'Grullo', 'Bisque')",1890,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/doctor-gachet-sitting-at-a-table-with-books-and-a-glass-with-sprigs-of-foxglove-1890(1).jpg!Large.jpg
Dr. Paul Gachet,"('Royal Blue', 'Saffron', 'Mellow Apricot', 'Persian Orange', 'Firebrick')",1890,portrait,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/dr-paul-gachet-1890(1).jpg!Large.jpg
Ears of Wheat,"('Dark Olive', 'Spanish Bistre', 'Brass', 'Dark Brown', 'Smoky Black')",1890,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/ears-of-wheat-1890(1).jpg!Large.jpg
Farmhouse with Two Figures,"('Steel Blue', 'Citron', 'Metallic Sunburst', 'Army Green', 'Light Yellow')",1890,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/farmhouse-with-two-figures-1890(1).jpg!Large.jpg
Field with a Sower,"('Gray', 'Timberwolf', 'Gray', 'Old Burgundy', 'Gray')",1890,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/field-with-a-sower-1890(1).jpg!Large.jpg
Field with Poppies,"('Dark Olive', 'Dark Olive', 'Sienna', 'Firebrick', 'Venetian Red')",1890,landscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/field-with-poppies-1890(1).jpg!Large.jpg
Field with Stacks of Wheat,"('United Nations', 'Slate Gray', 'Sap Green', 'Sepia', 'Vegas Gold')",1890,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/field-with-stacks-of-wheat-1890(1).jpg!Large.jpg
Field with Two Sowers and Trees,"('Gray', 'Black Olive', 'Gray', 'Gray', 'Timberwolf')",1890,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/field-with-two-sowers-and-trees-1890(1).jpg!Large.jpg
First Steps (after Millet),"('Army Green', 'Goldenrod', 'Brass', 'Burlywood', 'Orange Red')",1890,genre painting,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/first-steps-after-millet-1890(1).jpg!Large.jpg
Four Men on a Road with Pine Trees,"('Gray', 'Dim Gray', 'Grullo', 'Eggshell', 'Ivory')",1890,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/four-men-on-a-road-with-pine-trees-1890(1).jpg!Large.jpg
Garden in Auvers,"('Carmine', 'Forest Green', 'Dark Olive', 'Indian Yellow', 'Middle Yellow')",1890,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/garden-in-auvers-1890(1).jpg!Large.jpg
"Girl with Straw Hat, Sitting in the Wheat","('Gray', 'Wheat', 'Bisque', 'Burlywood', 'Bistre')",1890,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/girl-with-straw-hat-sitting-in-the-wheat-1890(1).jpg!Large.jpg
Green Wheat Fields,"('Wild Blue', 'Pale Turquoise', 'Army Green', 'Olive Drab', 'Straw')",1890,landscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/green-wheat-fields-1890(1).jpg!Large.jpg
Haystack under a Rainy Sky,"('Lapis Lazuli', 'Light Sky', 'Spanish Bistre', 'Dark Goldenrod', 'Dark Orange')",1890,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/haystack-under-a-rainy-sky-1890(1).jpg!Large.jpg
